,Text_ID,Sentence_ID,Sentence,Evaluative,Affect,Judgement,Appreciation,Ambiguous,binary,binary_justification,binary_evidence_span,multiclass_label,multiclass_probability_affect,multiclass_probability_judgment,multiclass_probability_appreciation,multiclass_spans,multiclass_explanation,binary_raw_output,multiclass_raw_output,Source_File
10,Art5.,S5,"To give you some background on me, I grew up the youngest of eight.",0,,,,0,0.0,purely factual background,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""purely factual background"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Art5_classified.xlsx
11,Art5.,S8,"To give you a sense of what that's like, when my family went on vacation, we had a bus.",1,,,1.0,0,1.0,humorous exaggeration,we had a bus,appreciation,0.05,0.1,0.85,we had a bus,"Evaluates the size of the family through the phenomenon of needing a bus, so appreciation is primary.","{""binary"": 1, ""label"": ""eval"", ""justification"": ""humorous exaggeration"", ""evidence_span"": ""we had a bus""}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.05,
  ""probability_judgment"": 0.10,
  ""probability_appreciation"": 0.85,
  ""top_spans"": [""we had a bus""],
  ""explanation"": ""Evaluates the size of the family through the phenomenon of needing a bus, so appreciation is primary.""
}",llama-3.3-70b-instruct/Art5_classified.xlsx
12,Art5.,S68,"Time slowed down, and the date was irrelevant.",1,,,1.0,0,0.0,purely descriptive,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""purely descriptive"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Art5_classified.xlsx
13,Art5.,S30,This was the place where I was isolated and in total control.,1,1.0,,,0,0.0,descriptive phrase,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""descriptive phrase"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Art5_classified.xlsx
14,Art5.,S91,This was the most important thing. It was what I always wanted.,1,1.0,,1.0,1,1.0,Expresses a personal judgment of importance,the most important thing,affect,0.8,0.1,0.1,the most important thing ||| what I always wanted,Expresses feelings/emotions about a personal desire.,"{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""Expresses a personal judgment of importance"",
  ""evidence_span"": ""the most important thing""
}","{
  ""label"": ""affect"",
  ""affect"": 1,
  ""judgment"": 0,
  ""appreciation"": 0,
  ""probability_affect"": 0.8,
  ""probability_judgment"": 0.1,
  ""probability_appreciation"": 0.1,
  ""top_spans"": [""the most important thing"", ""what I always wanted""],
  ""explanation"": ""Expresses feelings/emotions about a personal desire.""
}",llama-3.3-70b-instruct/Art5_classified.xlsx
15,Art5.,S109,This is the one with all the bugs in it.,1,,,1.0,0,1.0,negative evaluation of a thing,all the bugs in it,appreciation,0.0,0.0,1.0,all the bugs in it,"Evaluates quality of something, so appreciation is primary.","{""binary"": 1, ""label"": ""eval"", ""justification"": ""negative evaluation of a thing"", ""evidence_span"": ""all the bugs in it""}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.0,
  ""probability_judgment"": 0.0,
  ""probability_appreciation"": 1.0,
  ""top_spans"": [""all the bugs in it""],
  ""explanation"": ""Evaluates quality of something, so appreciation is primary.""
}",llama-3.3-70b-instruct/Art5_classified.xlsx
16,Art5.,S113,This is another one from the woods.,1,,,1.0,0,0.0,purely descriptive,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""purely descriptive"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Art5_classified.xlsx
17,Art5.,S54,This is about figuring out how to help her.,1,,1.0,,0,0.0,purely factual statement,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""purely factual statement"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Art5_classified.xlsx
18,Art5.,S133,"They're unpredictable, and they bring us to our knees.",1,1.0,1.0,,1,1.0,expresses emotional struggle,bring us to our knees,affect,0.8,0.1,0.1,bring us to our knees,"Expresses feelings of helplessness, so affect is primary.","{""binary"": 1, ""label"": ""eval"", ""justification"": ""expresses emotional struggle"", ""evidence_span"": ""bring us to our knees""}","{
  ""label"": ""affect"",
  ""affect"": 1,
  ""judgment"": 0,
  ""appreciation"": 0,
  ""probability_affect"": 0.8,
  ""probability_judgment"": 0.1,
  ""probability_appreciation"": 0.1,
  ""top_spans"": [""bring us to our knees""],
  ""explanation"": ""Expresses feelings of helplessness, so affect is primary.""
}",llama-3.3-70b-instruct/Art5_classified.xlsx
19,Art5.,S82,"These simple daily activities became our sacred ritual, and we repeated them day after day as the cancer grew.",1,,,1.0,0,1.0,emotional and evaluative language used,sacred ritual,affect,0.6,0.0,0.4,became our sacred ritual ||| as the cancer grew,Expresses feelings/emotions through describing daily activities as a 'sacred ritual'.,"{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""emotional and evaluative language used"",
  ""evidence_span"": ""sacred ritual""
}","{
  ""label"": ""affect"",
  ""affect"": 1,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.6,
  ""probability_judgment"": 0.0,
  ""probability_appreciation"": 0.4,
  ""top_spans"": [""became our sacred ritual"", ""as the cancer grew""],
  ""explanation"": ""Expresses feelings/emotions through describing daily activities as a 'sacred ritual'.""
}",llama-3.3-70b-instruct/Art5_classified.xlsx
20,Art6.,S34,"You're disappointed immediately, because whether you knew it or not, you were coming to that theater to be part of an audience.",1,1.0,,1.0,1,,,,,,,,,,,,
21,Art6.,S35,"You were coming to have the collective experience of laughing together, crying together, holding your breath together to see what's going to happen next.",1,1.0,,,0,,,,,,,,,,,,
22,Art6.,S36,"You may have walked into that theater as an individual consumer, but if the theater does its job, you've walked out with a sense of yourself as part of a whole, as part of a community.",1,1.0,,1.0,1,,,,,,,,,,,,
23,Art6.,S32,"You can spread out, put your legs over the top of the stadium seats, eat your popcorn and just enjoy it.",1,1.0,,,0,1.0,enjoyment and delight,just enjoy it,appreciation,0.4,0.0,0.6,spread out ||| enjoy it,"Evaluates experience quality, so appreciation is primary.","{""binary"": 1, ""label"": ""eval"", ""justification"": ""enjoyment and delight"", ""evidence_span"": ""just enjoy it""}","{
  ""label"": ""appreciation"",
  ""affect"": 1,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.4,
  ""probability_judgment"": 0.0,
  ""probability_appreciation"": 0.6,
  ""top_spans"": [""spread out"", ""enjoy it""],
  ""explanation"": ""Evaluates experience quality, so appreciation is primary.""
}",llama-3.3-70b-instruct/Art6_classified.xlsx
24,Art6.,S88,"Years of research in Redding, Pennsylvania led her to write this play about the deindustrialization of Pennsylvania: what happened when steel left, the rage that was unleashed, the tensions that were unleashed, the racism that was unleashed by the loss of jobs.",1,1.0,,1.0,1,1.0,describes negative emotions and tensions,"the rage that was unleashed, the tensions that were unleashed, the racism that was unleashed",appreciation,0.4,0.1,0.5,"brilliant, Pulitzer Prize-winning play ||| the rage that was unleashed ||| the deindustrialization of Pennsylvania","Evaluates the play's quality and describes phenomena, with some emotional tone.","{""binary"": 1, ""label"": ""eval"", ""justification"": ""describes negative emotions and tensions"", ""evidence_span"": ""the rage that was unleashed, the tensions that were unleashed, the racism that was unleashed""}","{
  ""label"": ""appreciation"",
  ""affect"": 1,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.4,
  ""probability_judgment"": 0.1,
  ""probability_appreciation"": 0.5,
  ""top_spans"": [""brilliant, Pulitzer Prize-winning play"", ""the rage that was unleashed"", ""the deindustrialization of Pennsylvania""],
  ""explanation"": ""Evaluates the play's quality and describes phenomena, with some emotional tone.""
}",llama-3.3-70b-instruct/Art6_classified.xlsx
25,Art6.,S54,"When I took over Joe's old job at the Public in 2005, I realized one of the problems we had was a victim of our own success, which is:",1,,1.0,,0,,,,,,,,,,,,
26,Art6.,S23,What's the other thing that's happening?,0,,,,0,,,,,,,,,,,,
27,Art6.,S57,What was that doing?,0,,,,0,0.0,Question without emotional stance,,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""Question without emotional stance"",
  ""evidence_span"": """"
}",,llama-3.3-70b-instruct/Art6_classified.xlsx
28,Art6.,S29,What else happens?,0,,,,0,0.0,purely interrogative,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""purely interrogative"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Art6_classified.xlsx
29,Art6.,S6,"What does that mean, to invent dialogue?",0,,,,0,0.0,question seeking clarification,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""question seeking clarification"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Art6_classified.xlsx
30,Art6.,S89,"We're taking that play and we're touring it to rural counties in Pennsylvania, Ohio, Michigan, Minnesota and Wisconsin.",0,,,,0,,,,,,,,,,,,
31,Art6.,S90,"We're partnering with community organizations there to try and make sure not only that we reach the people that we're trying to reach, but that we find ways to listen to them back and say, ""The culture is here for you, too.""",0,,,,0,,,,,,,,,,,,
32,Art6.,S7,"Well, we know that the Festival of Dionysus gathered the entire citizenry of Athens on the side of the Acropolis, and they would listen to music, they would watch dancing, and they would have stories told as part of the Festival of Dionysus.",0,,,,0,0.0,purely factual description,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""purely factual description"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Art6_classified.xlsx
33,Art6.,S85,"We in the culture have done exactly what the economy, what the educational system, what technology has done, which is turn our back on a large part of the country.",1,,1.0,,0,1.0,judgment of cultural behavior,turn our back on a large part of the country,judgment,0.1,0.8,0.1,turn our back on a large part of the country,"Evaluates behavior against social norms of inclusion, so judgment is primary.","{""binary"": 1, ""label"": ""eval"", ""justification"": ""judgment of cultural behavior"", ""evidence_span"": ""turn our back on a large part of the country""}","{
  ""label"": ""judgment"",
  ""affect"": 0,
  ""judgment"": 1,
  ""appreciation"": 0,
  ""probability_affect"": 0.10,
  ""probability_judgment"": 0.80,
  ""probability_appreciation"": 0.10,
  ""top_spans"": [""turn our back on a large part of the country""],
  ""explanation"": ""Evaluates behavior against social norms of inclusion, so judgment is primary.""
}",llama-3.3-70b-instruct/Art6_classified.xlsx
34,Art6.,S43,We had to actually let the people create their own classics and take the stage.,0,,,,0,1.0,implies value in people creating own classics,let the people create their own classics,appreciation,0.1,0.2,0.7,let the people create their own classics ||| take the stage,"Evaluates the value of people creating their own classics, so appreciation is primary.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""implies value in people creating own classics"",
  ""evidence_span"": ""let the people create their own classics""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.1,
  ""probability_judgment"": 0.2,
  ""probability_appreciation"": 0.7,
  ""top_spans"": [""let the people create their own classics"", ""take the stage""],
  ""explanation"": ""Evaluates the value of people creating their own classics, so appreciation is primary.""
}",llama-3.3-70b-instruct/Art6_classified.xlsx
35,Art6.,S38,"Twenty-five hundred years later, Joe Papp decided that the culture should belong to everybody in the United States of America, and that it was his job to try to deliver on that promise.",0,,,,0,1.0,Judgment of Joe Papp's job and promise,it was his job to try to deliver on that promise,judgment,0.05,0.8,0.15,belong to everybody ||| try to deliver on that promise,Evaluates Joe Papp's behavior against social norms of inclusivity.,"{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""Judgment of Joe Papp's job and promise"",
  ""evidence_span"": ""it was his job to try to deliver on that promise""
}","{
  ""label"": ""judgment"",
  ""affect"": 0,
  ""judgment"": 1,
  ""appreciation"": 0,
  ""probability_affect"": 0.05,
  ""probability_judgment"": 0.80,
  ""probability_appreciation"": 0.15,
  ""top_spans"": [""belong to everybody"", ""try to deliver on that promise""],
  ""explanation"": ""Evaluates Joe Papp's behavior against social norms of inclusivity.""
}",llama-3.3-70b-instruct/Art6_classified.xlsx
36,Art6.,S83,They weren't boycotting us; we had boycotted them.,1,,1.0,,0,,,,,,,,,,,,
37,Art6.,S17,There's a conflict between two points of view.,0,,,,0,,,,,,,,,,,,
38,Art6.,S1,Theater matters because democracy matters.,1,,,1.0,0,1.0,value judgment on theater,Theater matters,appreciation,0.0,0.0,1.0,Theater matters because democracy matters,"Evaluates the value of theater, so appreciation is primary.","{""binary"": 1, ""label"": ""eval"", ""justification"": ""value judgment on theater"", ""evidence_span"": ""Theater matters""}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.0,
  ""probability_judgment"": 0.0,
  ""probability_appreciation"": 1.0,
  ""top_spans"": [""Theater matters because democracy matters""],
  ""explanation"": ""Evaluates the value of theater, so appreciation is primary.""
}",llama-3.3-70b-instruct/Art6_classified.xlsx
39,Art6.,S2,"Theater is the essential art form of democracy, and we know this because they were born in the same city.",1,,,1.0,0,1.0,Theater is described as 'essential' to democracy.,essential art form of democracy,appreciation,0.0,0.0,1.0,the essential art form of democracy,"Evaluates the value of theater, so appreciation is primary.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""Theater is described as 'essential' to democracy."",
  ""evidence_span"": ""essential art form of democracy""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.0,
  ""probability_judgment"": 0.0,
  ""probability_appreciation"": 1.0,
  ""top_spans"": [""the essential art form of democracy""],
  ""explanation"": ""Evaluates the value of theater, so appreciation is primary.""
}",llama-3.3-70b-instruct/Art6_classified.xlsx
40,Bus11.,S72,Zhuomani instead of Armani.,0,,,,0,1.0,Implies inferior quality,instead of,appreciation,0.0,0.2,0.8,Zhuomani instead of Armani,"Evaluates a thing (brand name), so appreciation is primary.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""Implies inferior quality"",
  ""evidence_span"": ""instead of""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.0,
  ""probability_judgment"": 0.2,
  ""probability_appreciation"": 0.8,
  ""top_spans"": [""Zhuomani instead of Armani""],
  ""explanation"": ""Evaluates a thing (brand name), so appreciation is primary.""
}",llama-3.3-70b-instruct/Bus11_classified.xlsx
41,Bus11.,S70,"You know, China has no — no intellectual property, right?",0,,,,0,1.0,judgment of China's policy,no intellectual property,judgment,0.05,0.8,0.15,no intellectual property,"Evaluates China's behavior against social norms, so judgment is primary.","{""binary"": 1, ""label"": ""eval"", ""justification"": ""judgment of China's policy"", ""evidence_span"": ""no intellectual property""}","{
  ""label"": ""judgment"",
  ""affect"": 0,
  ""judgment"": 1,
  ""appreciation"": 0,
  ""probability_affect"": 0.05,
  ""probability_judgment"": 0.80,
  ""probability_appreciation"": 0.15,
  ""top_spans"": [""no intellectual property""],
  ""explanation"": ""Evaluates China's behavior against social norms, so judgment is primary.""
}",llama-3.3-70b-instruct/Bus11_classified.xlsx
42,Bus11.,S75,"You can buy pirated DVDs, of course.",0,,,,0,0.0,"Statement is factual, listing an option.",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""Statement is factual, listing an option."",
  ""evidence_span"": """"
}",,llama-3.3-70b-instruct/Bus11_classified.xlsx
43,Bus11.,S76,You can buy New York Yankees caps in all sorts of unauthorized patterns.,1,,,1.0,0,0.0,"Descriptive, factual statement about availability",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""Descriptive, factual statement about availability"",
  ""evidence_span"": """"
}",,llama-3.3-70b-instruct/Bus11_classified.xlsx
44,Bus11.,S77,"You can buy cuecas baratas, designer underwear that isn't really manufactured by a designer, and even pirated evangelical mixtapes.",1,,1.0,1.0,1,1.0,implies disapproval of counterfeit products,pirated evangelical mixtapes,appreciation,0.05,0.2,0.75,cuecas baratas ||| designer underwear that isn't really manufactured by a designer ||| pirated evangelical mixtapes,"Evaluates phenomena, specifically counterfeit products, so appreciation is primary.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""implies disapproval of counterfeit products"",
  ""evidence_span"": ""pirated evangelical mixtapes""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.05,
  ""probability_judgment"": 0.20,
  ""probability_appreciation"": 0.75,
  ""top_spans"": [""cuecas baratas"", ""designer underwear that isn't really manufactured by a designer"", ""pirated evangelical mixtapes""],
  ""explanation"": ""Evaluates phenomena, specifically counterfeit products, so appreciation is primary.""
}",llama-3.3-70b-instruct/Bus11_classified.xlsx
45,Bus11.,S74,You can buy cloned cologne.,1,,,1.0,0,0.0,purely factual statement,,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""purely factual statement"",
  ""evidence_span"": """"
}",,llama-3.3-70b-instruct/Bus11_classified.xlsx
46,Bus11.,S31,We're all focusing on — this is a statistic from earlier this month in the Financial Times — we're all focusing on the luxury economy.,1,,,1.0,0,0.0,factual statement,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""factual statement"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Bus11_classified.xlsx
47,Bus11.,S61,"Well, they come from here.",0,,,,0,0.0,purely factual response,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""purely factual response"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Bus11_classified.xlsx
48,Bus11.,S38,"Well, it means if it were united in a single political system, one country, call it ""The United Street Sellers Republic,"" the U.S.S.R., or ""Bazaaristan,"" it would be worth 10 trillion dollars every year, and that would make it the second largest economy in the world, after the United States.",1,,1.0,,0,0.0,factual economic comparison,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""factual economic comparison"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Bus11_classified.xlsx
49,Bus11.,S69,"Well, I guess.",0,,,,0,0.0,neutral response,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""neutral response"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Bus11_classified.xlsx
50,Bus11.,S49,"We want our products in that store.""",1,1.0,,,0,1.0,expresses desire,We want,appreciation,0.0,0.0,1.0,We want our products in that store,Evaluates the value of having products in a store.,"{""binary"": 1, ""label"": ""eval"", ""justification"": ""expresses desire"", ""evidence_span"": ""We want""}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.0,
  ""probability_judgment"": 0.0,
  ""probability_appreciation"": 1.0,
  ""top_spans"": [""We want our products in that store""],
  ""explanation"": ""Evaluates the value of having products in a store.""
}",llama-3.3-70b-instruct/Bus11_classified.xlsx
51,Bus11.,S57,We only sell you airtime.,0,,,,0,0.0,purely factual statement,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""purely factual statement"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Bus11_classified.xlsx
52,Bus11.,S56,"We don't sell you the phone, we don't sell you the monthly plan.",0,,,,0,0.0,purely factual statement,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""purely factual statement"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Bus11_classified.xlsx
53,Bus11.,S71,Versace without the vowels.,0,,,,0,1.0,aesthetic evaluation implied,Versace without the vowels,appreciation,0.0,0.0,1.0,Versace without the vowels,"Evaluates the quality of a thing, an imitation brand name.","{""binary"": 1, ""label"": ""eval"", ""justification"": ""aesthetic evaluation implied"", ""evidence_span"": ""Versace without the vowels""}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.0,
  ""probability_judgment"": 0.0,
  ""probability_appreciation"": 1.0,
  ""top_spans"": [""Versace without the vowels""],
  ""explanation"": ""Evaluates the quality of a thing, an imitation brand name.""
}",llama-3.3-70b-instruct/Bus11_classified.xlsx
54,Bus11.,S43,UAC foods has recognized that it won't sell if it's in stores.,0,,,,0,1.0,judgment of sales potential,won't sell,judgment,0.0,0.9,0.1,won't sell if it's in stores,"Evaluates a product's potential sales performance, implying a judgment about its suitability.","{""binary"": 1, ""label"": ""eval"", ""justification"": ""judgment of sales potential"", ""evidence_span"": ""won't sell""}","{
  ""label"": ""judgment"",
  ""affect"": 0,
  ""judgment"": 1,
  ""appreciation"": 0,
  ""probability_affect"": 0.0,
  ""probability_judgment"": 0.9,
  ""probability_appreciation"": 0.1,
  ""top_spans"": [""won't sell if it's in stores""],
  ""explanation"": ""Evaluates a product's potential sales performance, implying a judgment about its suitability.""
}",llama-3.3-70b-instruct/Bus11_classified.xlsx
55,Bus11.,S30,This is the pickle economy.,0,,,,0,1.0,metaphorical evaluation,pickle economy,appreciation,0.0,0.0,1.0,the pickle economy,"Evaluates a phenomenon, so appreciation is primary.","{""binary"": 1, ""label"": ""eval"", ""justification"": ""metaphorical evaluation"", ""evidence_span"": ""pickle economy""}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.0,
  ""probability_judgment"": 0.0,
  ""probability_appreciation"": 1.0,
  ""top_spans"": [""the pickle economy""],
  ""explanation"": ""Evaluates a phenomenon, so appreciation is primary.""
}",llama-3.3-70b-instruct/Bus11_classified.xlsx
56,Bus11.,S4,"This is the boat that that lady was paddling around in, and this artisan makes the boat and the paddles and sells directly to the people who need the boat and the paddles.",0,,,,0,0.0,purely descriptive,,,,,,,,"{""binary"": 0, ""label"": ""no_eval"", ""justification"": ""purely descriptive"", ""evidence_span"": """"}",,llama-3.3-70b-instruct/Bus11_classified.xlsx
