,Text_ID,Sentence_ID,Sentence,Evaluative,Affect,Judgement,Appreciation,Ambiguous,binary,binary_justification,binary_evidence_span,multiclass_label,multiclass_probability_affect,multiclass_probability_judgment,multiclass_probability_appreciation,multiclass_spans,multiclass_explanation,binary_raw_output,multiclass_raw_output,Source_File
10,Art5.,S5,"To give you some background on me, I grew up the youngest of eight.",0,,,,0,0.0,"The TARGET states a factual detail about family size without expressing emotion, judgment, or evaluation of quality or value.",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET states a factual detail about family size without expressing emotion, judgment, or evaluation of quality or value."",
  ""evidence_span"": """"
}",,qwen3-30b-a3b-instruct-2507/Art5_classified.xlsx
11,Art5.,S8,"To give you a sense of what that's like, when my family went on vacation, we had a bus.",1,,,1.0,0,0.0,"The sentence states a factual detail about the family having a bus during a vacation, without expressing emotion, judgment, or evaluation of quality or value.",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The sentence states a factual detail about the family having a bus during a vacation, without expressing emotion, judgment, or evaluation of quality or value."",
  ""evidence_span"": """"
}",,qwen3-30b-a3b-instruct-2507/Art5_classified.xlsx
12,Art5.,S68,"Time slowed down, and the date was irrelevant.",1,,,1.0,0,0.0,"The sentence states a temporal perception and dismisses the relevance of a date, but contains no emotional expression, judgment, or value evaluation.",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The sentence states a temporal perception and dismisses the relevance of a date, but contains no emotional expression, judgment, or value evaluation."",
  ""evidence_span"": """"
}",,qwen3-30b-a3b-instruct-2507/Art5_classified.xlsx
13,Art5.,S30,This was the place where I was isolated and in total control.,1,1.0,,,0,1.0,"The phrase expresses a personal emotional state and subjective experience of isolation and control, indicating a judgment of the situation's psychological impact.",This was the place where I was isolated and in total control.,affect,0.95,0.1,0.05,isolated ||| in total control,"The TARGET expresses emotional states related to isolation and control, aligning with Affect (emotional reactions). 'Isolated' reflects a personal emotional condition, and 'in total control' suggests a sense of psychological dominance, both indicating internal emotional experience rather than evaluation of character (Judgment) or objects (Appreciation).","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The phrase expresses a personal emotional state and subjective experience of isolation and control, indicating a judgment of the situation's psychological impact."",
  ""evidence_span"": ""This was the place where I was isolated and in total control.""
}","{
  ""label"": ""affect"",
  ""affect"": 1,
  ""judgment"": 0,
  ""appreciation"": 0,
  ""probability_affect"": 0.95,
  ""probability_judgment"": 0.10,
  ""probability_appreciation"": 0.05,
  ""top_spans"": [
    ""isolated"",
    ""in total control""
  ],
  ""explanation"": ""The TARGET expresses emotional states related to isolation and control, aligning with Affect (emotional reactions). 'Isolated' reflects a personal emotional condition, and 'in total control' suggests a sense of psychological dominance, both indicating internal emotional experience rather than evaluation of character (Judgment) or objects (Appreciation).""
}",qwen3-30b-a3b-instruct-2507/Art5_classified.xlsx
14,Art5.,S91,This was the most important thing. It was what I always wanted.,1,1.0,,1.0,1,1.0,"The statement expresses a strong personal value judgment, indicating deep emotional significance and fulfillment, reflecting a subjective evaluation of importance and desire.",This was the most important thing. It was what I always wanted.,appreciation,0.1,0.1,0.8,This was the most important thing ||| It was what I always wanted,"The TARGET evaluates a personal experience or state as highly significant ('most important') and fulfilling ('what I always wanted'), aligning with Appreciation—evaluating a situation or outcome in terms of value and significance. No clear emotional reaction (Affect) or character evaluation (Judgment) is expressed. The focus is on the perceived worth of the experience.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The statement expresses a strong personal value judgment, indicating deep emotional significance and fulfillment, reflecting a subjective evaluation of importance and desire."",
  ""evidence_span"": ""This was the most important thing. It was what I always wanted.""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.1,
  ""probability_judgment"": 0.1,
  ""probability_appreciation"": 0.8,
  ""top_spans"": [
    ""This was the most important thing"",
    ""It was what I always wanted""
  ],
  ""explanation"": ""The TARGET evaluates a personal experience or state as highly significant ('most important') and fulfilling ('what I always wanted'), aligning with Appreciation—evaluating a situation or outcome in terms of value and significance. No clear emotional reaction (Affect) or character evaluation (Judgment) is expressed. The focus is on the perceived worth of the experience.""
}",qwen3-30b-a3b-instruct-2507/Art5_classified.xlsx
15,Art5.,S109,This is the one with all the bugs in it.,1,,,1.0,0,1.0,"The phrase 'all the bugs in it' implies a negative evaluation of the subject, suggesting poor quality or flaws, which constitutes a value judgment.",This is the one with all the bugs in it.,appreciation,0.1,0.1,0.8,the one with all the bugs in it,"The phrase evaluates a system or product negatively in terms of quality and reliability, fitting Appreciation (evaluation of a thing). It does not express emotion (Affect) or judge a person's character (Judgment). The focus is on flaws in the object, aligning with appraisal of design or functionality.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The phrase 'all the bugs in it' implies a negative evaluation of the subject, suggesting poor quality or flaws, which constitutes a value judgment."",
  ""evidence_span"": ""This is the one with all the bugs in it.""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.1,
  ""probability_judgment"": 0.1,
  ""probability_appreciation"": 0.8,
  ""top_spans"": [
    ""the one with all the bugs in it""
  ],
  ""explanation"": ""The phrase evaluates a system or product negatively in terms of quality and reliability, fitting Appreciation (evaluation of a thing). It does not express emotion (Affect) or judge a person's character (Judgment). The focus is on flaws in the object, aligning with appraisal of design or functionality.""
}",qwen3-30b-a3b-instruct-2507/Art5_classified.xlsx
16,Art5.,S113,This is another one from the woods.,1,,,1.0,0,0.0,"The sentence is a neutral, descriptive statement about the origin of an object, with no emotional tone, judgment, or value evaluation.",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The sentence is a neutral, descriptive statement about the origin of an object, with no emotional tone, judgment, or value evaluation."",
  ""evidence_span"": """"
}",,qwen3-30b-a3b-instruct-2507/Art5_classified.xlsx
17,Art5.,S54,This is about figuring out how to help her.,1,,1.0,,0,0.0,"The TARGET text states a neutral intention to help someone, without expressing emotion, judgment, or value evaluation. It is descriptive of a goal, not evaluative.",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text states a neutral intention to help someone, without expressing emotion, judgment, or value evaluation. It is descriptive of a goal, not evaluative."",
  ""evidence_span"": """"
}",,qwen3-30b-a3b-instruct-2507/Art5_classified.xlsx
18,Art5.,S133,"They're unpredictable, and they bring us to our knees.",1,1.0,1.0,,1,1.0,"The phrase 'bring us to our knees' conveys a strong emotional response, indicating profound distress or overwhelming impact, which reflects an evaluative stance on the effect of unpredictable losses.",they bring us to our knees,affect,0.95,0.1,0.05,unpredictable ||| bring us to our knees,"The phrase 'bring us to our knees' expresses a strong emotional reaction, aligning with Affect (emotional state). 'Unpredictable' reflects a perception of emotional threat. No clear evaluation of character (Judgment) or object quality (Appreciation) is present. The focus is on the emotional impact of events.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The phrase 'bring us to our knees' conveys a strong emotional response, indicating profound distress or overwhelming impact, which reflects an evaluative stance on the effect of unpredictable losses."",
  ""evidence_span"": ""they bring us to our knees""
}","{
  ""label"": ""affect"",
  ""affect"": 1,
  ""judgment"": 0,
  ""appreciation"": 0,
  ""probability_affect"": 0.95,
  ""probability_judgment"": 0.1,
  ""probability_appreciation"": 0.05,
  ""top_spans"": [
    ""unpredictable"",
    ""bring us to our knees""
  ],
  ""explanation"": ""The phrase 'bring us to our knees' expresses a strong emotional reaction, aligning with Affect (emotional state). 'Unpredictable' reflects a perception of emotional threat. No clear evaluation of character (Judgment) or object quality (Appreciation) is present. The focus is on the emotional impact of events.""
}",qwen3-30b-a3b-instruct-2507/Art5_classified.xlsx
19,Art5.,S82,"These simple daily activities became our sacred ritual, and we repeated them day after day as the cancer grew.",1,,,1.0,0,1.0,"The TARGET expresses emotional and value-laden language ('sacred ritual') indicating a positive evaluation of the daily activities, reflecting personal significance and emotional weight.",These simple daily activities became our sacred ritual,appreciation,0.6,0.2,0.8,sacred ritual ||| repeated them day after day ||| exactly where I wanted to be,"The phrase 'sacred ritual' reflects a high-value, meaningful evaluation of daily activities, fitting Appreciation. 'Repeated them day after day' implies enduring significance. 'Exactly where I wanted to be' expresses emotional resonance (Affect), but the core evaluation centers on the perceived worth and sanctity of the routine, aligning with Appreciation as the dominant category.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The TARGET expresses emotional and value-laden language ('sacred ritual') indicating a positive evaluation of the daily activities, reflecting personal significance and emotional weight."",
  ""evidence_span"": ""These simple daily activities became our sacred ritual""
}","{
  ""label"": ""appreciation"",
  ""affect"": 1,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.6,
  ""probability_judgment"": 0.2,
  ""probability_appreciation"": 0.8,
  ""top_spans"": [
    ""sacred ritual"",
    ""repeated them day after day"",
    ""exactly where I wanted to be""
  ],
  ""explanation"": ""The phrase 'sacred ritual' reflects a high-value, meaningful evaluation of daily activities, fitting Appreciation. 'Repeated them day after day' implies enduring significance. 'Exactly where I wanted to be' expresses emotional resonance (Affect), but the core evaluation centers on the perceived worth and sanctity of the routine, aligning with Appreciation as the dominant category.""
}",qwen3-30b-a3b-instruct-2507/Art5_classified.xlsx
20,Art6.,S34,"You're disappointed immediately, because whether you knew it or not, you were coming to that theater to be part of an audience.",1,1.0,,1.0,1,,,,,,,,,,,,
21,Art6.,S35,"You were coming to have the collective experience of laughing together, crying together, holding your breath together to see what's going to happen next.",1,1.0,,,0,,,,,,,,,,,,
22,Art6.,S36,"You may have walked into that theater as an individual consumer, but if the theater does its job, you've walked out with a sense of yourself as part of a whole, as part of a community.",1,1.0,,1.0,1,,,,,,,,,,,,
23,Art6.,S32,"You can spread out, put your legs over the top of the stadium seats, eat your popcorn and just enjoy it.",1,1.0,,,0,0.0,"The TARGET describes physical actions and behaviors in a neutral, factual manner without expressing emotion, judgment, or value evaluation.",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET describes physical actions and behaviors in a neutral, factual manner without expressing emotion, judgment, or value evaluation."",
  ""evidence_span"": """"
}",,qwen3-30b-a3b-instruct-2507/Art6_classified.xlsx
24,Art6.,S88,"Years of research in Redding, Pennsylvania led her to write this play about the deindustrialization of Pennsylvania: what happened when steel left, the rage that was unleashed, the tensions that were unleashed, the racism that was unleashed by the loss of jobs.",1,1.0,,1.0,1,1.0,"The TARGET expresses judgment and emotional evaluation through phrases like 'rage that was unleashed' and 'racism that was unleashed,' indicating a critical stance on social consequences of deindustrialization.","the rage that was unleashed, the tensions that were unleashed, the racism that was unleashed by the loss of jobs",appreciation,0.1,0.1,0.8,"Years of research in Redding, Pennsylvania led her to write this play ||| what happened when steel left, the rage that was unleashed, the tensions that were unleashed, the racism that was unleashed by the loss of jobs","The TARGET evaluates the play and its thematic depth, focusing on the significance and impact of its subject matter—deindustrialization and its social consequences. This aligns with Appreciation, as it assesses the value and quality of the play’s content and its societal resonance, not personal emotions or moral character.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The TARGET expresses judgment and emotional evaluation through phrases like 'rage that was unleashed' and 'racism that was unleashed,' indicating a critical stance on social consequences of deindustrialization."",
  ""evidence_span"": ""the rage that was unleashed, the tensions that were unleashed, the racism that was unleashed by the loss of jobs""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.1,
  ""probability_judgment"": 0.1,
  ""probability_appreciation"": 0.8,
  ""top_spans"": [
    ""Years of research in Redding, Pennsylvania led her to write this play"",
    ""what happened when steel left, the rage that was unleashed, the tensions that were unleashed, the racism that was unleashed by the loss of jobs""
  ],
  ""explanation"": ""The TARGET evaluates the play and its thematic depth, focusing on the significance and impact of its subject matter—deindustrialization and its social consequences. This aligns with Appreciation, as it assesses the value and quality of the play’s content and its societal resonance, not personal emotions or moral character.""
}",qwen3-30b-a3b-instruct-2507/Art6_classified.xlsx
25,Art6.,S54,"When I took over Joe's old job at the Public in 2005, I realized one of the problems we had was a victim of our own success, which is:",1,,1.0,,0,,,,,,,,,,,,
26,Art6.,S23,What's the other thing that's happening?,0,,,,0,,,,,,,,,,,,
27,Art6.,S57,What was that doing?,0,,,,0,0.0,"The TARGET is a question asking about the purpose or function of an unspecified action. It does not express emotion, judgment, or evaluation of quality or value.",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET is a question asking about the purpose or function of an unspecified action. It does not express emotion, judgment, or evaluation of quality or value."",
  ""evidence_span"": """"
}",,qwen3-30b-a3b-instruct-2507/Art6_classified.xlsx
28,Art6.,S29,What else happens?,0,,,,0,0.0,"The TARGET is a neutral question asking about additional events, with no emotional stance, judgment, or evaluation of quality or value.",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET is a neutral question asking about additional events, with no emotional stance, judgment, or evaluation of quality or value."",
  ""evidence_span"": """"
}",,qwen3-30b-a3b-instruct-2507/Art6_classified.xlsx
29,Art6.,S6,"What does that mean, to invent dialogue?",0,,,,0,0.0,"The TARGET is a question asking for clarification about the meaning of inventing dialogue. It does not express emotion, judgment, or evaluation of quality or value.",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET is a question asking for clarification about the meaning of inventing dialogue. It does not express emotion, judgment, or evaluation of quality or value."",
  ""evidence_span"": """"
}",,qwen3-30b-a3b-instruct-2507/Art6_classified.xlsx
30,Art6.,S89,"We're taking that play and we're touring it to rural counties in Pennsylvania, Ohio, Michigan, Minnesota and Wisconsin.",0,,,,0,,,,,,,,,,,,
31,Art6.,S90,"We're partnering with community organizations there to try and make sure not only that we reach the people that we're trying to reach, but that we find ways to listen to them back and say, ""The culture is here for you, too.""",0,,,,0,,,,,,,,,,,,
32,Art6.,S7,"Well, we know that the Festival of Dionysus gathered the entire citizenry of Athens on the side of the Acropolis, and they would listen to music, they would watch dancing, and they would have stories told as part of the Festival of Dionysus.",0,,,,0,0.0,"The TARGET text describes factual historical information about the Festival of Dionysus without expressing emotion, judgment, or value evaluation.",,,,,,,,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text describes factual historical information about the Festival of Dionysus without expressing emotion, judgment, or value evaluation."",
  ""evidence_span"": """"
}",,qwen3-30b-a3b-instruct-2507/Art6_classified.xlsx
33,Art6.,S85,"We in the culture have done exactly what the economy, what the educational system, what technology has done, which is turn our back on a large part of the country.",1,,1.0,,0,1.0,"The TARGET expresses a critical judgment about 'we in the culture' for turning their back on a large part of the country, indicating moral and social evaluation.","We in the culture have done exactly what the economy, what the educational system, what technology has done, which is turn our back on a large part of the country.",judgment,0.1,0.9,0.1,turn our back on a large part of the country,"The TARGET evaluates collective human behavior (‘we in the culture’) as morally and socially problematic, implying blame for neglecting a significant portion of the population. This aligns with Judgment, as it assesses actions against social norms (fairness, responsibility). No emotional expression or evaluation of things/events is present, ruling out Affect and Appreciation.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The TARGET expresses a critical judgment about 'we in the culture' for turning their back on a large part of the country, indicating moral and social evaluation."",
  ""evidence_span"": ""We in the culture have done exactly what the economy, what the educational system, what technology has done, which is turn our back on a large part of the country.""
}","{
  ""label"": ""judgment"",
  ""affect"": 0,
  ""judgment"": 1,
  ""appreciation"": 0,
  ""probability_affect"": 0.1,
  ""probability_judgment"": 0.9,
  ""probability_appreciation"": 0.1,
  ""top_spans"": [
    ""turn our back on a large part of the country""
  ],
  ""explanation"": ""The TARGET evaluates collective human behavior (‘we in the culture’) as morally and socially problematic, implying blame for neglecting a significant portion of the population. This aligns with Judgment, as it assesses actions against social norms (fairness, responsibility). No emotional expression or evaluation of things/events is present, ruling out Affect and Appreciation.""
}",qwen3-30b-a3b-instruct-2507/Art6_classified.xlsx
