,Text_ID,Sentence_ID,Sentence,Evaluative,Affect,Judgement,Appreciation,Ambiguous,binary,binary_justification,binary_evidence_span,multiclass_label,multiclass_probability_affect,multiclass_probability_judgment,multiclass_probability_appreciation,multiclass_spans,multiclass_explanation,binary_raw_output,multiclass_raw_output,Source_File
10,Art5.,S5,"To give you some background on me, I grew up the youngest of eight.",0,0.0,0.0,0.0,0,0.0,"The TARGET text is purely factual and descriptive, providing background information without any emotional stance, judgment, or evaluation.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is purely factual and descriptive, providing background information without any emotional stance, judgment, or evaluation."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Art5_classified.xlsx
11,Art5.,S8,"To give you a sense of what that's like, when my family went on vacation, we had a bus.",1,0.0,0.0,1.0,0,1.0,The phrase 'To give you a sense of what that's like' implies a subjective evaluation of the experience.,To give you a sense of what that's like,appreciation,0.05,0.1,0.85,we had a bus,"The text evaluates the quality and value of having a bus for family vacations, indicating appreciation.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The phrase 'To give you a sense of what that's like' implies a subjective evaluation of the experience."",
  ""evidence_span"": ""To give you a sense of what that's like""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.05,
  ""probability_judgment"": 0.10,
  ""probability_appreciation"": 0.85,
  ""top_spans"": [""we had a bus""],
  ""explanation"": ""The text evaluates the quality and value of having a bus for family vacations, indicating appreciation.""
}",mistral-large-instruct/Art5_classified.xlsx
12,Art5.,S68,"Time slowed down, and the date was irrelevant.",1,0.0,0.0,1.0,0,0.0,"The TARGET text is purely descriptive and factual, with no emotional stance, judgment, or evaluation.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is purely descriptive and factual, with no emotional stance, judgment, or evaluation."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Art5_classified.xlsx
13,Art5.,S30,This was the place where I was isolated and in total control.,1,1.0,0.0,0.0,0,1.0,The phrase 'in total control' suggests a judgment of the situation.,in total control,appreciation,0.1,0.1,0.8,This was the place ||| in total control,"The text evaluates the quality and value of the place, indicating appreciation.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The phrase 'in total control' suggests a judgment of the situation."",
  ""evidence_span"": ""in total control""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.10,
  ""probability_judgment"": 0.10,
  ""probability_appreciation"": 0.80,
  ""top_spans"": [""This was the place"", ""in total control""],
  ""explanation"": ""The text evaluates the quality and value of the place, indicating appreciation.""
}",mistral-large-instruct/Art5_classified.xlsx
14,Art5.,S91,This was the most important thing. It was what I always wanted.,1,1.0,0.0,1.0,1,1.0,The TARGET text expresses a judgment of importance and desire.,This was the most important thing. It was what I always wanted.,appreciation,0.1,0.1,0.8,This was the most important thing ||| It was what I always wanted,"The text evaluates the importance and value of an experience, which aligns with appreciation.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The TARGET text expresses a judgment of importance and desire."",
  ""evidence_span"": ""This was the most important thing. It was what I always wanted.""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.10,
  ""probability_judgment"": 0.10,
  ""probability_appreciation"": 0.80,
  ""top_spans"": [""This was the most important thing"", ""It was what I always wanted""],
  ""explanation"": ""The text evaluates the importance and value of an experience, which aligns with appreciation.""
}",mistral-large-instruct/Art5_classified.xlsx
15,Art5.,S109,This is the one with all the bugs in it.,1,0.0,0.0,1.0,0,1.0,The phrase 'all the bugs in it' indicates a negative quality evaluation.,all the bugs in it,appreciation,0.0,0.0,1.0,This is the one with all the bugs in it.,"The text evaluates the quality of a thing (software with bugs), so appreciation is primary.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The phrase 'all the bugs in it' indicates a negative quality evaluation."",
  ""evidence_span"": ""all the bugs in it""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.0,
  ""probability_judgment"": 0.0,
  ""probability_appreciation"": 1.0,
  ""top_spans"": [""This is the one with all the bugs in it.""],
  ""explanation"": ""The text evaluates the quality of a thing (software with bugs), so appreciation is primary.""
}",mistral-large-instruct/Art5_classified.xlsx
16,Art5.,S113,This is another one from the woods.,1,0.0,0.0,1.0,0,0.0,"The TARGET text is purely descriptive and factual, with no emotional stance, judgment, or quality evaluation.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is purely descriptive and factual, with no emotional stance, judgment, or quality evaluation."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Art5_classified.xlsx
17,Art5.,S54,This is about figuring out how to help her.,1,0.0,1.0,0.0,0,0.0,"The TARGET text is purely factual and descriptive, with no clear emotional stance, judgment, or quality evaluation.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is purely factual and descriptive, with no clear emotional stance, judgment, or quality evaluation."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Art5_classified.xlsx
18,Art5.,S133,"They're unpredictable, and they bring us to our knees.",1,1.0,1.0,0.0,1,1.0,The TARGET text expresses an emotional reaction and a judgment of the impact of losses.,they bring us to our knees,affect,0.9,0.05,0.05,They're unpredictable ||| they bring us to our knees,"The text expresses feelings of helplessness and emotional impact, indicating affect as the primary category.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The TARGET text expresses an emotional reaction and a judgment of the impact of losses."",
  ""evidence_span"": ""they bring us to our knees""
}","{
  ""label"": ""affect"",
  ""affect"": 1,
  ""judgment"": 0,
  ""appreciation"": 0,
  ""probability_affect"": 0.90,
  ""probability_judgment"": 0.05,
  ""probability_appreciation"": 0.05,
  ""top_spans"": [""They're unpredictable"", ""they bring us to our knees""],
  ""explanation"": ""The text expresses feelings of helplessness and emotional impact, indicating affect as the primary category.""
}",mistral-large-instruct/Art5_classified.xlsx
19,Art5.,S82,"These simple daily activities became our sacred ritual, and we repeated them day after day as the cancer grew.",1,0.0,0.0,1.0,0,1.0,The phrase 'sacred ritual' indicates an emotional evaluation.,sacred ritual,affect,0.9,0.05,0.05,sacred ritual ||| humbling and painful,"The text expresses feelings and emotions related to the activities, indicating affect as the primary category.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The phrase 'sacred ritual' indicates an emotional evaluation."",
  ""evidence_span"": ""sacred ritual""
}","{
  ""label"": ""affect"",
  ""affect"": 1,
  ""judgment"": 0,
  ""appreciation"": 0,
  ""probability_affect"": 0.90,
  ""probability_judgment"": 0.05,
  ""probability_appreciation"": 0.05,
  ""top_spans"": [""sacred ritual"", ""humbling and painful""],
  ""explanation"": ""The text expresses feelings and emotions related to the activities, indicating affect as the primary category.""
}",mistral-large-instruct/Art5_classified.xlsx
20,Art6.,S34,"You're disappointed immediately, because whether you knew it or not, you were coming to that theater to be part of an audience.",1,1.0,0.0,1.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
21,Art6.,S35,"You were coming to have the collective experience of laughing together, crying together, holding your breath together to see what's going to happen next.",1,1.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
22,Art6.,S36,"You may have walked into that theater as an individual consumer, but if the theater does its job, you've walked out with a sense of yourself as part of a whole, as part of a community.",1,1.0,0.0,1.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
23,Art6.,S32,"You can spread out, put your legs over the top of the stadium seats, eat your popcorn and just enjoy it.",1,1.0,0.0,0.0,0,1.0,The text expresses a positive emotional stance and enjoyment.,just enjoy it,appreciation,0.1,0.05,0.85,spread out ||| put your legs over the top of the stadium seats ||| just enjoy it,"The text evaluates the experience of being in a movie theater, focusing on the quality and value of the experience, making appreciation the primary category.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The text expresses a positive emotional stance and enjoyment."",
  ""evidence_span"": ""just enjoy it""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.10,
  ""probability_judgment"": 0.05,
  ""probability_appreciation"": 0.85,
  ""top_spans"": [""spread out"", ""put your legs over the top of the stadium seats"", ""just enjoy it""],
  ""explanation"": ""The text evaluates the experience of being in a movie theater, focusing on the quality and value of the experience, making appreciation the primary category.""
}",mistral-large-instruct/Art6_classified.xlsx
24,Art6.,S88,"Years of research in Redding, Pennsylvania led her to write this play about the deindustrialization of Pennsylvania: what happened when steel left, the rage that was unleashed, the tensions that were unleashed, the racism that was unleashed by the loss of jobs.",1,1.0,0.0,1.0,1,1.0,The text contains evaluative content through the description of emotions and social tensions.,"the rage that was unleashed, the tensions that were unleashed, the racism that was unleashed",appreciation,0.05,0.1,0.85,"brilliant, Pulitzer Prize-winning play ||| what happened when steel left ||| the rage that was unleashed","The text evaluates the quality and impact of the play and the events it portrays, focusing on appreciation of the play's themes and societal phenomena.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The text contains evaluative content through the description of emotions and social tensions."",
  ""evidence_span"": ""the rage that was unleashed, the tensions that were unleashed, the racism that was unleashed""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.05,
  ""probability_judgment"": 0.10,
  ""probability_appreciation"": 0.85,
  ""top_spans"": [""brilliant, Pulitzer Prize-winning play"", ""what happened when steel left"", ""the rage that was unleashed""],
  ""explanation"": ""The text evaluates the quality and impact of the play and the events it portrays, focusing on appreciation of the play's themes and societal phenomena.""
}",mistral-large-instruct/Art6_classified.xlsx
25,Art6.,S54,"When I took over Joe's old job at the Public in 2005, I realized one of the problems we had was a victim of our own success, which is:",1,0.0,1.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
26,Art6.,S23,What's the other thing that's happening?,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
27,Art6.,S57,What was that doing?,0,0.0,0.0,0.0,0,0.0,"The TARGET text is a question asking for clarification and does not express any emotion, judgment, or evaluation.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is a question asking for clarification and does not express any emotion, judgment, or evaluation."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Art6_classified.xlsx
28,Art6.,S29,What else happens?,0,0.0,0.0,0.0,0,0.0,"The TARGET text is purely factual and neutral, asking a question without expressing any emotion, judgment, or evaluation.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is purely factual and neutral, asking a question without expressing any emotion, judgment, or evaluation."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Art6_classified.xlsx
29,Art6.,S6,"What does that mean, to invent dialogue?",0,0.0,0.0,0.0,0,0.0,"The TARGET text is a question asking for clarification and does not express any emotion, judgment, or evaluation.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is a question asking for clarification and does not express any emotion, judgment, or evaluation."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Art6_classified.xlsx
30,Art6.,S89,"We're taking that play and we're touring it to rural counties in Pennsylvania, Ohio, Michigan, Minnesota and Wisconsin.",0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
31,Art6.,S90,"We're partnering with community organizations there to try and make sure not only that we reach the people that we're trying to reach, but that we find ways to listen to them back and say, ""The culture is here for you, too.""",0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
32,Art6.,S7,"Well, we know that the Festival of Dionysus gathered the entire citizenry of Athens on the side of the Acropolis, and they would listen to music, they would watch dancing, and they would have stories told as part of the Festival of Dionysus.",0,0.0,0.0,0.0,0,0.0,"The TARGET text is purely factual and descriptive, with no emotional stance, judgment, or quality evaluation.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is purely factual and descriptive, with no emotional stance, judgment, or quality evaluation."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Art6_classified.xlsx
33,Art6.,S85,"We in the culture have done exactly what the economy, what the educational system, what technology has done, which is turn our back on a large part of the country.",1,0.0,1.0,0.0,0,1.0,The text expresses a judgment of behaviour by stating that 'we in the culture have turned our back on a large part of the country.',turn our back on a large part of the country,judgment,0.05,0.9,0.05,turn our back on a large part of the country,"The text evaluates the behavior of 'we in the culture' against social norms, indicating a judgment of their actions.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The text expresses a judgment of behaviour by stating that 'we in the culture have turned our back on a large part of the country.'"",
  ""evidence_span"": ""turn our back on a large part of the country""
}","{
  ""label"": ""judgment"",
  ""affect"": 0,
  ""judgment"": 1,
  ""appreciation"": 0,
  ""probability_affect"": 0.05,
  ""probability_judgment"": 0.90,
  ""probability_appreciation"": 0.05,
  ""top_spans"": [""turn our back on a large part of the country""],
  ""explanation"": ""The text evaluates the behavior of 'we in the culture' against social norms, indicating a judgment of their actions.""
}",mistral-large-instruct/Art6_classified.xlsx
34,Art6.,S43,We had to actually let the people create their own classics and take the stage.,0,0.0,0.0,0.0,0,1.0,The phrase 'let the people create their own classics' implies a judgment of empowerment and value.,let the people create their own classics,appreciation,0.05,0.1,0.85,let the people create their own classics ||| take the stage,"The text evaluates the process of people creating their own classics and taking the stage, which are phenomena and qualities, making appreciation the primary category.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The phrase 'let the people create their own classics' implies a judgment of empowerment and value."",
  ""evidence_span"": ""let the people create their own classics""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.05,
  ""probability_judgment"": 0.10,
  ""probability_appreciation"": 0.85,
  ""top_spans"": [""let the people create their own classics"", ""take the stage""],
  ""explanation"": ""The text evaluates the process of people creating their own classics and taking the stage, which are phenomena and qualities, making appreciation the primary category.""
}",mistral-large-instruct/Art6_classified.xlsx
35,Art6.,S38,"Twenty-five hundred years later, Joe Papp decided that the culture should belong to everybody in the United States of America, and that it was his job to try to deliver on that promise.",0,0.0,0.0,0.0,0,0.0,"The text is purely factual and descriptive, with no emotional stance or judgment.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The text is purely factual and descriptive, with no emotional stance or judgment."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Art6_classified.xlsx
36,Art6.,S83,They weren't boycotting us; we had boycotted them.,1,0.0,1.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
37,Art6.,S17,There's a conflict between two points of view.,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
38,Art6.,S1,Theater matters because democracy matters.,1,0.0,0.0,1.0,0,1.0,The text expresses a value judgment about the importance of theater.,Theater matters because democracy matters.,appreciation,0.05,0.1,0.85,Theater matters because democracy matters.,"The text evaluates the importance and value of theater, which falls under appreciation.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The text expresses a value judgment about the importance of theater."",
  ""evidence_span"": ""Theater matters because democracy matters.""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.05,
  ""probability_judgment"": 0.10,
  ""probability_appreciation"": 0.85,
  ""top_spans"": [""Theater matters because democracy matters.""],
  ""explanation"": ""The text evaluates the importance and value of theater, which falls under appreciation.""
}",mistral-large-instruct/Art6_classified.xlsx
39,Art6.,S2,"Theater is the essential art form of democracy, and we know this because they were born in the same city.",1,0.0,0.0,1.0,0,1.0,The text expresses a judgment of the importance of theater.,Theater is the essential art form of democracy,appreciation,0.0,0.0,1.0,Theater is the essential art form of democracy,"The text evaluates the value and quality of theater, linking it to democracy, which fits the definition of appreciation.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The text expresses a judgment of the importance of theater."",
  ""evidence_span"": ""Theater is the essential art form of democracy""
}","{
  ""label"": ""appreciation"",
  ""affect"": 0,
  ""judgment"": 0,
  ""appreciation"": 1,
  ""probability_affect"": 0.0,
  ""probability_judgment"": 0.0,
  ""probability_appreciation"": 1.0,
  ""top_spans"": [""Theater is the essential art form of democracy""],
  ""explanation"": ""The text evaluates the value and quality of theater, linking it to democracy, which fits the definition of appreciation.""
}",mistral-large-instruct/Art6_classified.xlsx
40,Bus11.,S72,Zhuomani instead of Armani.,0,0.0,0.0,0.0,0,0.0,"The TARGET text is purely descriptive and does not express any emotion, judgment, or evaluation.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is purely descriptive and does not express any emotion, judgment, or evaluation."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Bus11_classified.xlsx
41,Bus11.,S70,"You know, China has no — no intellectual property, right?",0,0.0,0.0,0.0,0,1.0,The TARGET text contains a judgment of a country's intellectual property.,China has no — no intellectual property,judgment,0.05,0.9,0.05,China has no — no intellectual property,"The text evaluates China's behavior regarding intellectual property, which is a social norm, making judgment the primary category.","{
  ""binary"": 1,
  ""label"": ""eval"",
  ""justification"": ""The TARGET text contains a judgment of a country's intellectual property."",
  ""evidence_span"": ""China has no — no intellectual property""
}","{
  ""label"": ""judgment"",
  ""affect"": 0,
  ""judgment"": 1,
  ""appreciation"": 0,
  ""probability_affect"": 0.05,
  ""probability_judgment"": 0.90,
  ""probability_appreciation"": 0.05,
  ""top_spans"": [""China has no — no intellectual property""],
  ""explanation"": ""The text evaluates China's behavior regarding intellectual property, which is a social norm, making judgment the primary category.""
}",mistral-large-instruct/Bus11_classified.xlsx
42,Bus11.,S75,"You can buy pirated DVDs, of course.",0,0.0,0.0,0.0,0,0.0,"The TARGET text is purely factual, describing the availability of pirated DVDs without any emotional stance or judgment.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is purely factual, describing the availability of pirated DVDs without any emotional stance or judgment."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Bus11_classified.xlsx
43,Bus11.,S76,You can buy New York Yankees caps in all sorts of unauthorized patterns.,1,0.0,0.0,1.0,0,0.0,"The TARGET text is purely descriptive, listing items available for purchase without any emotional stance or judgment.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is purely descriptive, listing items available for purchase without any emotional stance or judgment."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Bus11_classified.xlsx
44,Bus11.,S77,"You can buy cuecas baratas, designer underwear that isn't really manufactured by a designer, and even pirated evangelical mixtapes.",1,0.0,1.0,1.0,1,0.0,"The TARGET text is purely descriptive and factual, listing items that can be bought without expressing any emotion, judgment, or evaluation.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is purely descriptive and factual, listing items that can be bought without expressing any emotion, judgment, or evaluation."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Bus11_classified.xlsx
45,Bus11.,S74,You can buy cloned cologne.,1,0.0,0.0,1.0,0,0.0,"The TARGET text is purely factual and descriptive, with no emotional stance, judgment, or quality evaluation.",0,0,0.0,0.0,0.0,0,0,"{
  ""binary"": 0,
  ""label"": ""no_eval"",
  ""justification"": ""The TARGET text is purely factual and descriptive, with no emotional stance, judgment, or quality evaluation."",
  ""evidence_span"": """"
}",0,mistral-large-instruct/Bus11_classified.xlsx
